131822,1499.6160993639796
131823,1611.0050651750885
131824,5882.8620858372769
131825,1615.8760827488209
131826,3000.2469559997021
131827,4099.9844850398385
131828,1167.5273839801796
131829,4063.9037972048868
131830,3850.2047277202219
131831,2254.3132294549687
131832,2017.6553682308895
131833,1596.7598274110778
131834,1577.2911118530874
131835,1317.0640425174315
131836,1606.012406076188
131837,5418.7224049763327
131838,2275.3457850449313
131839,1085.8939998179712
131840,2683.2653129486639
131841,2647.6317564748497
131842,9249.2544968148941
131843,2940.0797446416345
131844,6968.6359303341624
131845,3386.8779784626699
131846,8950.3035004207486
131847,1067.6594680833302
131848,4539.9663196523788
131849,3041.8813731716564
131850,2009.5560511783028
131851,1202.7330595468234
131852,1210.7304330871455
131853,1432.9913627738158
131854,1274.7552395762204
131855,4467.9729991081113
131856,2993.270231481612
131857,1798.6931707605679
131858,13146.602668450696
131859,1478.6215752046967
131860,6728.8353633831248
131861,1524.3289483295998
131862,2230.13057487899
131863,695.67719240290523
131864,4826.876957113378
131865,2009.9403471602607
131866,3421.1432534571613
131867,1479.7759171599068
131868,1759.4788738981733
131869,2645.3941542525922
131870,1707.8654950086334
131871,6382.3936200736753
131872,1330.9360478400683
131873,4017.953625380087
131874,2456.1102736335306
131875,1579.4142808738857
131876,2336.5145165288168
131877,8827.0902876628552
131878,3331.2744783170883
131879,1584.7327969681614
131880,4711.7779160030977
131881,1370.2277655944756
131882,1595.4794662106601
131883,2432.3603411598815
131884,1223.3157279227992
131885,1982.7317001479926
131886,1379.390629315147
131887,1283.2427926119294
131888,6104.1982303789791
131889,11318.131654663373
131890,468.99484375237023
131891,1884.5321288422106
131892,2331.634943511403
131893,1531.4782731341686
131894,4810.3793498465047
131895,4028.1118220614194
131896,4794.978779190541
131897,1884.656804528054
131898,1692.4273899766442
131899,2220.4244156558379
131900,4224.983007784379
131901,5159.2233707528239
131902,2992.5721839305352
131903,4445.5784806108713
131904,3211.6680238342765
131905,1653.1384580086915
131906,2544.6228693164298
131907,1533.390608631518
131908,945.51360012637929
131909,1757.3722188747245
131910,4068.2990108643412
131911,2042.7772396204998
131912,1330.1062748058062
131913,1250.7472887784761
131914,2186.9535486275122
131915,2931.1373111767748
131916,3557.5746331054147
131917,1434.3555162600039
131918,4476.8223586316917
131919,1679.7421851736667
131920,1197.4494323625229
131921,5482.3616235694981
131922,1735.1568955330335
131923,4583.7657278517227
131924,1730.9898748929388
131925,3056.1977698684468
131926,1947.0645094959536
131927,1731.5954696743438
131928,3478.5551607787806
131929,11445.82575189789
131930,7836.1247003882154
131931,3303.9767682773304
131932,1312.9131136193193
131933,5703.5239683849404
131934,786.26287444986349
131935,2239.7986297554517
131936,2081.791849112803
131937,2921.8958515612321
131938,2572.4387866622496
131939,1176.5005937711649
131940,2014.4580873968177
131941,2576.3425206304501
131942,3198.9806555112832
131943,1821.9213290543253
131944,1482.6446604062103
131945,1218.4274078579106
131946,4807.5895455607351
131947,9772.8027661977576
131948,3423.4400345604313
131949,8719.8165779410538
131950,2793.7780026780929
131951,3837.0082294163171
131952,1223.8827012881509
131953,1631.4779966002152
131954,2233.8148845776145
131955,2614.2878418030568
131956,1361.4041532203739
131957,1398.6975552711729
131958,3271.7692042617919
131959,1018.6410554898965
131960,7248.369539645043
131961,4233.1681417446207
131962,4534.4910852256507
131963,4963.5858432197774
131964,9123.1746036852965
131965,2132.3661535820188
131966,1657.0008484644511
131967,3618.2236111178163
131968,3200.2085511553787
131969,1697.1410362434999
131970,4335.4556854678713
131971,7902.8710911782728
131972,1647.4028049475833
131973,912.02117515996213
131974,2501.4632866204552
131975,1935.321601952227
131976,5972.1768254368772
131977,1665.9300885311434
131978,2153.5352025232896
131979,4363.4029118600292
131980,3406.9811029340513
131981,1835.9854894033481
131982,1298.8016111659324
